Country,Indicator,Region,Subregion,Year,Percentage
Jamaica,Sharp Objects rate,Americas,Caribbean,2007,9.1
Martinique,Sharp Objects rate,Americas,Caribbean,2007,1.7
Puerto Rico,Sharp Objects rate,Americas,Caribbean,2007,0.9
Saint Vincent and the Grenadines,Sharp Objects rate,Americas,Caribbean,2007,10.1
Trinidad and Tobago,Sharp Objects rate,Americas,Caribbean,2007,3.8
Turks and Caicos Islands,Sharp Objects rate,Americas,Caribbean,2007,3.5
United States Virgin Islands,Sharp Objects rate,Americas,Caribbean,2007,3.7
Aruba,Unknown Mechanism rate,Americas,Caribbean,2007,0
Bahamas,Unknown Mechanism rate,Americas,Caribbean,2007,0.6
Barbados,Unknown Mechanism rate,Americas,Caribbean,2007,0
Cayman Islands,Unknown Mechanism rate,Americas,Caribbean,2007,0
Cuba,Unknown Mechanism rate,Americas,Caribbean,2007,0.2
Grenada,Unknown Mechanism rate,Americas,Caribbean,2007,0
Jamaica,Unknown Mechanism rate,Americas,Caribbean,2007,0
Martinique,Unknown Mechanism rate,Americas,Caribbean,2007,0.8
Puerto Rico,Unknown Mechanism rate,Americas,Caribbean,2007,1.1
Trinidad and Tobago,Unknown Mechanism rate,Americas,Caribbean,2007,0.2
Turks and Caicos Islands,Unknown Mechanism rate,Americas,Caribbean,2007,0
United States Virgin Islands,Unknown Mechanism rate,Americas,Caribbean,2007,3.7
Costa Rica,Firearms rate,Americas,Central America,2007,5.1
El Salvador,Firearms rate,Americas,Central America,2007,47.6
Guatemala,Firearms rate,Americas,Central America,2007,34.9
Honduras,Firearms rate,Americas,Central America,2007,35.3
Mexico,Firearms rate,Americas,Central America,2007,4.5
Panama,Firearms rate,Americas,Central America,2007,5.3
Costa Rica,Other Mechanism rate,Americas,Central America,2007,1.2
El Salvador,Other Mechanism rate,Americas,Central America,2007,2.1
Guatemala,Other Mechanism rate,Americas,Central America,2007,1.7
Honduras,Other Mechanism rate,Americas,Central America,2007,1.4
Mexico,Other Mechanism rate,Americas,Central America,2007,1.1
Panama,Other Mechanism rate,Americas,Central America,2007,1.1
Costa Rica,Sharp Objects rate,Americas,Central America,2007,2
El Salvador,Sharp Objects rate,Americas,Central America,2007,7.3
Guatemala,Sharp Objects rate,Americas,Central America,2007,4.2
Honduras,Sharp Objects rate,Americas,Central America,2007,7.3
Mexico,Sharp Objects rate,Americas,Central America,2007,1.4
Panama,Sharp Objects rate,Americas,Central America,2007,1.7
Costa Rica,Unknown Mechanism rate,Americas,Central America,2007,0
El Salvador,Unknown Mechanism rate,Americas,Central America,2007,0.5
Guatemala,Unknown Mechanism rate,Americas,Central America,2007,1.5
Honduras,Unknown Mechanism rate,Americas,Central America,2007,2.6
Mexico,Unknown Mechanism rate,Americas,Central America,2007,1
Panama,Unknown Mechanism rate,Americas,Central America,2007,0
Canada,Firearms rate,Americas,Northern America,2007,0.6
United States of America,Firearms rate,Americas,Northern America,2007,3.4
Canada,Other Mechanism rate,Americas,Northern America,2007,0.5
United States of America,Other Mechanism rate,Americas,Northern America,2007,0.6
Canada,Sharp Objects rate,Americas,Northern America,2007,0.6
United States of America,Sharp Objects rate,Americas,Northern America,2007,0.6
Canada,Unknown Mechanism rate,Americas,Northern America,2007,0.1
United States of America,Unknown Mechanism rate,Americas,Northern America,2007,1.1
Brazil,Firearms rate,Americas,South America,2007,16.7
Colombia,Firearms rate,Americas,South America,2007,31.5
Ecuador,Firearms rate,Americas,South America,2007,10.2
Suriname,Firearms rate,Americas,South America,2007,2.2
Venezuela,Firearms rate,Americas,South America,2007,42.2
Brazil,Other Mechanism rate,Americas,South America,2007,2.1
Colombia,Other Mechanism rate,Americas,South America,2007,1.2
Ecuador,Other Mechanism rate,Americas,South America,2007,1.2
Suriname,Other Mechanism rate,Americas,South America,2007,3.1
Venezuela,Other Mechanism rate,Americas,South America,2007,1.5
Brazil,Sharp Objects rate,Americas,South America,2007,3.6
Colombia,Sharp Objects rate,Americas,South America,2007,5.9
Ecuador,Sharp Objects rate,Americas,South America,2007,3.5
Suriname,Sharp Objects rate,Americas,South America,2007,3.5
Venezuela,Sharp Objects rate,Americas,South America,2007,3.4
Brazil,Unknown Mechanism rate,Americas,South America,2007,0.9
Colombia,Unknown Mechanism rate,Americas,South America,2007,0.2
Ecuador,Unknown Mechanism rate,Americas,South America,2007,1.1
Suriname,Unknown Mechanism rate,Americas,South America,2007,0
Venezuela,Unknown Mechanism rate,Americas,South America,2007,0.4
Anguilla,Firearms rate,Americas,Caribbean,2008,0
Aruba,Firearms rate,Americas,Caribbean,2008,0
Bahamas,Firearms rate,Americas,Caribbean,2008,13.2
Barbados,Firearms rate,Americas,Caribbean,2008,3.5
Cayman Islands,Firearms rate,Americas,Caribbean,2008,0
Cuba,Firearms rate,Americas,Caribbean,2008,0.2
Grenada,Firearms rate,Americas,Caribbean,2008,1
Jamaica,Firearms rate,Americas,Caribbean,2008,44.9
Montserrat,Firearms rate,Americas,Caribbean,2008,0
Puerto Rico,Firearms rate,Americas,Caribbean,2008,19.1
Trinidad and Tobago,Firearms rate,Americas,Caribbean,2008,33.4
Turks and Caicos Islands,Firearms rate,Americas,Caribbean,2008,0
United States Virgin Islands,Firearms rate,Americas,Caribbean,2008,39.3
Anguilla,Other Mechanism rate,Americas,Caribbean,2008,0
Aruba,Other Mechanism rate,Americas,Caribbean,2008,3
Bahamas,Other Mechanism rate,Americas,Caribbean,2008,1.4
Barbados,Other Mechanism rate,Americas,Caribbean,2008,1.6
Cayman Islands,Other Mechanism rate,Americas,Caribbean,2008,0
Cuba,Other Mechanism rate,Americas,Caribbean,2008,0.9
Grenada,Other Mechanism rate,Americas,Caribbean,2008,1
Jamaica,Other Mechanism rate,Americas,Caribbean,2008,3.5
Montserrat,Other Mechanism rate,Americas,Caribbean,2008,0
Puerto Rico,Other Mechanism rate,Americas,Caribbean,2008,0.6
Trinidad and Tobago,Other Mechanism rate,Americas,Caribbean,2008,2.5
Turks and Caicos Islands,Other Mechanism rate,Americas,Caribbean,2008,0
United States Virgin Islands,Other Mechanism rate,Americas,Caribbean,2008,0.9
Anguilla,Sharp Objects rate,Americas,Caribbean,2008,7.5
Aruba,Sharp Objects rate,Americas,Caribbean,2008,1
Bahamas,Sharp Objects rate,Americas,Caribbean,2008,6.3
Barbados,Sharp Objects rate,Americas,Caribbean,2008,3.2
Cayman Islands,Sharp Objects rate,Americas,Caribbean,2008,7.6
Cuba,Sharp Objects rate,Americas,Caribbean,2008,3.2
Grenada,Sharp Objects rate,Americas,Caribbean,2008,13.5
Jamaica,Sharp Objects rate,Americas,Caribbean,2008,9.6
Montserrat,Sharp Objects rate,Americas,Caribbean,2008,20.4
Puerto Rico,Sharp Objects rate,Americas,Caribbean,2008,0.7
Trinidad and Tobago,Sharp Objects rate,Americas,Caribbean,2008,5.1
Turks and Caicos Islands,Sharp Objects rate,Americas,Caribbean,2008,6.8
United States Virgin Islands,Sharp Objects rate,Americas,Caribbean,2008,0.9
Anguilla,Unknown Mechanism rate,Americas,Caribbean,2008,0
Aruba,Unknown Mechanism rate,Americas,Caribbean,2008,1
Bahamas,Unknown Mechanism rate,Americas,Caribbean,2008,0
Barbados,Unknown Mechanism rate,Americas,Caribbean,2008,0
Cayman Islands,Unknown Mechanism rate,Americas,Caribbean,2008,0
Cuba,Unknown Mechanism rate,Americas,Caribbean,2008,0.2
Grenada,Unknown Mechanism rate,Americas,Caribbean,2008,0
Jamaica,Unknown Mechanism rate,Americas,Caribbean,2008,0
Montserrat,Unknown Mechanism rate,Americas,Caribbean,2008,0
Puerto Rico,Unknown Mechanism rate,Americas,Caribbean,2008,1.4
Trinidad and Tobago,Unknown Mechanism rate,Americas,Caribbean,2008,0.6
Turks and Caicos Islands,Unknown Mechanism rate,Americas,Caribbean,2008,0
United States Virgin Islands,Unknown Mechanism rate,Americas,Caribbean,2008,1.9
Costa Rica,Firearms rate,Americas,Central America,2008,7.9
El Salvador,Firearms rate,Americas,Central America,2008,41.2
Guatemala,Firearms rate,Americas,Central America,2008,37.4
Honduras,Firearms rate,Americas,Central America,2008,44.5
Mexico,Firearms rate,Americas,Central America,2008,7.7
Panama,Firearms rate,Americas,Central America,2008,11.1
Costa Rica,Other Mechanism rate,Americas,Central America,2008,1.3
El Salvador,Other Mechanism rate,Americas,Central America,2008,2.1
Guatemala,Other Mechanism rate,Americas,Central America,2008,1.6
Honduras,Other Mechanism rate,Americas,Central America,2008,3.5
Mexico,Other Mechanism rate,Americas,Central America,2008,1.4
Panama,Other Mechanism rate,Americas,Central America,2008,1.1
Costa Rica,Sharp Objects rate,Americas,Central America,2008,2.3
El Salvador,Sharp Objects rate,Americas,Central America,2008,7.8
Guatemala,Sharp Objects rate,Americas,Central America,2008,4.4
Honduras,Sharp Objects rate,Americas,Central America,2008,8.6
Mexico,Sharp Objects rate,Americas,Central America,2008,1.7
Panama,Sharp Objects rate,Americas,Central America,2008,1.8
Costa Rica,Unknown Mechanism rate,Americas,Central America,2008,0.1
El Salvador,Unknown Mechanism rate,Americas,Central America,2008,0.9
Guatemala,Unknown Mechanism rate,Americas,Central America,2008,1.5
Honduras,Unknown Mechanism rate,Americas,Central America,2008,0.1
Mexico,Unknown Mechanism rate,Americas,Central America,2008,1.4
Panama,Unknown Mechanism rate,Americas,Central America,2008,0
Canada,Firearms rate,Americas,Northern America,2008,0.6
United States of America,Firearms rate,Americas,Northern America,2008,3.1
Canada,Other Mechanism rate,Americas,Northern America,2008,0.6
United States of America,Other Mechanism rate,Americas,Northern America,2008,0.6
Canada,Sharp Objects rate,Americas,Northern America,2008,0.6
United States of America,Sharp Objects rate,Americas,Northern America,2008,0.6
Canada,Unknown Mechanism rate,Americas,Northern America,2008,0
United States of America,Unknown Mechanism rate,Americas,Northern America,2008,1.1
Brazil,Firearms rate,Americas,South America,2008,16.9
Colombia,Firearms rate,Americas,South America,2008,28.9
Ecuador,Firearms rate,Americas,South America,2008,12.7
Venezuela,Firearms rate,Americas,South America,2008,46.5
Brazil,Other Mechanism rate,Americas,South America,2008,2.3
Colombia,Other Mechanism rate,Americas,South America,2008,1.2
Ecuador,Other Mechanism rate,Americas,South America,2008,1.2
Venezuela,Other Mechanism rate,Americas,South America,2008,1.7
Brazil,Sharp Objects rate,Americas,South America,2008,3.8
Colombia,Sharp Objects rate,Americas,South America,2008,5.9
Ecuador,Sharp Objects rate,Americas,South America,2008,3.3
Venezuela,Sharp Objects rate,Americas,South America,2008,3.2
Brazil,Unknown Mechanism rate,Americas,South America,2008,0.8
Colombia,Unknown Mechanism rate,Americas,South America,2008,0
Ecuador,Unknown Mechanism rate,Americas,South America,2008,0.8
Venezuela,Unknown Mechanism rate,Americas,South America,2008,0.4
Anguilla,Firearms rate,Americas,Caribbean,2009,0
Aruba,Firearms rate,Americas,Caribbean,2009,1
Bahamas,Firearms rate,Americas,Caribbean,2009,14.8
Barbados,Firearms rate,Americas,Caribbean,2009,3.2
Cayman Islands,Firearms rate,Americas,Caribbean,2009,11.1
Cuba,Firearms rate,Americas,Caribbean,2009,0.3
Grenada,Firearms rate,Americas,Caribbean,2009,0
Jamaica,Firearms rate,Americas,Caribbean,2009,46
Martinique,Firearms rate,Americas,Caribbean,2009,1
Puerto Rico,Firearms rate,Americas,Caribbean,2009,21.5
Saint Lucia,Firearms rate,Americas,Caribbean,2009,11.4
Trinidad and Tobago,Firearms rate,Americas,Caribbean,2009,27.6
Turks and Caicos Islands,Firearms rate,Americas,Caribbean,2009,0
United States Virgin Islands,Firearms rate,Americas,Caribbean,2009,43.2
Anguilla,Other Mechanism rate,Americas,Caribbean,2009,0
Aruba,Other Mechanism rate,Americas,Caribbean,2009,2
Bahamas,Other Mechanism rate,Americas,Caribbean,2009,3.1
Barbados,Other Mechanism rate,Americas,Caribbean,2009,1.8
Cayman Islands,Other Mechanism rate,Americas,Caribbean,2009,0
Cuba,Other Mechanism rate,Americas,Caribbean,2009,1.1
Grenada,Other Mechanism rate,Americas,Caribbean,2009,1
Jamaica,Other Mechanism rate,Americas,Caribbean,2009,3.8
Martinique,Other Mechanism rate,Americas,Caribbean,2009,0.5
Puerto Rico,Other Mechanism rate,Americas,Caribbean,2009,0.7
Saint Lucia,Other Mechanism rate,Americas,Caribbean,2009,3.6
Trinidad and Tobago,Other Mechanism rate,Americas,Caribbean,2009,3.3
Turks and Caicos Islands,Other Mechanism rate,Americas,Caribbean,2009,3.3
United States Virgin Islands,Other Mechanism rate,Americas,Caribbean,2009,1.9
Anguilla,Sharp Objects rate,Americas,Caribbean,2009,7.4
Aruba,Sharp Objects rate,Americas,Caribbean,2009,1
Bahamas,Sharp Objects rate,Americas,Caribbean,2009,6.6
Barbados,Sharp Objects rate,Americas,Caribbean,2009,1.8
Cayman Islands,Sharp Objects rate,Americas,Caribbean,2009,3.7
Cuba,Sharp Objects rate,Americas,Caribbean,2009,3.5
Grenada,Sharp Objects rate,Americas,Caribbean,2009,5.8
Jamaica,Sharp Objects rate,Americas,Caribbean,2009,10.2
Martinique,Sharp Objects rate,Americas,Caribbean,2009,0.8
Puerto Rico,Sharp Objects rate,Americas,Caribbean,2009,0.4
Saint Lucia,Sharp Objects rate,Americas,Caribbean,2009,7.8
Trinidad and Tobago,Sharp Objects rate,Americas,Caribbean,2009,6.2
Turks and Caicos Islands,Sharp Objects rate,Americas,Caribbean,2009,3.3
United States Virgin Islands,Sharp Objects rate,Americas,Caribbean,2009,1.9
Anguilla,Unknown Mechanism rate,Americas,Caribbean,2009,0
Aruba,Unknown Mechanism rate,Americas,Caribbean,2009,0
Bahamas,Unknown Mechanism rate,Americas,Caribbean,2009,0
Barbados,Unknown Mechanism rate,Americas,Caribbean,2009,0
Cayman Islands,Unknown Mechanism rate,Americas,Caribbean,2009,0
Cuba,Unknown Mechanism rate,Americas,Caribbean,2009,0.1
Grenada,Unknown Mechanism rate,Americas,Caribbean,2009,0
Jamaica,Unknown Mechanism rate,Americas,Caribbean,2009,0
Martinique,Unknown Mechanism rate,Americas,Caribbean,2009,0.5
Puerto Rico,Unknown Mechanism rate,Americas,Caribbean,2009,1.6
Saint Lucia,Unknown Mechanism rate,Americas,Caribbean,2009,0
Trinidad and Tobago,Unknown Mechanism rate,Americas,Caribbean,2009,1.2
Turks and Caicos Islands,Unknown Mechanism rate,Americas,Caribbean,2009,0
United States Virgin Islands,Unknown Mechanism rate,Americas,Caribbean,2009,0
Belize,Firearms rate,Americas,Central America,2009,16.2
Costa Rica,Firearms rate,Americas,Central America,2009,7.5
El Salvador,Firearms rate,Americas,Central America,2009,56
Guatemala,Firearms rate,Americas,Central America,2009,36.5
Honduras,Firearms rate,Americas,Central America,2009,53.5
Mexico,Firearms rate,Americas,Central America,2009,11.1
Panama,Firearms rate,Americas,Central America,2009,12.8
Belize,Other Mechanism rate,Americas,Central America,2009,4.4
Costa Rica,Other Mechanism rate,Americas,Central America,2009,1.6
El Salvador,Other Mechanism rate,Americas,Central America,2009,3.3
Guatemala,Other Mechanism rate,Americas,Central America,2009,3.4
Honduras,Other Mechanism rate,Americas,Central America,2009,3.1
Mexico,Other Mechanism rate,Americas,Central America,2009,2.1
Panama,Other Mechanism rate,Americas,Central America,2009,1.2
Belize,Sharp Objects rate,Americas,Central America,2009,9.2
Costa Rica,Sharp Objects rate,Americas,Central America,2009,2.5
El Salvador,Sharp Objects rate,Americas,Central America,2009,10.8
Guatemala,Sharp Objects rate,Americas,Central America,2009,4
Honduras,Sharp Objects rate,Americas,Central America,2009,9
Mexico,Sharp Objects rate,Americas,Central America,2009,2.1
Panama,Sharp Objects rate,Americas,Central America,2009,1.7
Belize,Unknown Mechanism rate,Americas,Central America,2009,1.1
Costa Rica,Unknown Mechanism rate,Americas,Central America,2009,0
El Salvador,Unknown Mechanism rate,Americas,Central America,2009,1.3
Guatemala,Unknown Mechanism rate,Americas,Central America,2009,1.5
Honduras,Unknown Mechanism rate,Americas,Central America,2009,0
Mexico,Unknown Mechanism rate,Americas,Central America,2009,1.8
Panama,Unknown Mechanism rate,Americas,Central America,2009,0
Canada,Firearms rate,Americas,Northern America,2009,0.5
United States of America,Firearms rate,Americas,Northern America,2009,3
Canada,Other Mechanism rate,Americas,Northern America,2009,0.6
United States of America,Other Mechanism rate,Americas,Northern America,2009,0.6
Canada,Sharp Objects rate,Americas,Northern America,2009,0.6
United States of America,Sharp Objects rate,Americas,Northern America,2009,0.6
Canada,Unknown Mechanism rate,Americas,Northern America,2009,0
United States of America,Unknown Mechanism rate,Americas,Northern America,2009,0.8
Brazil,Firearms rate,Americas,South America,2009,16.3
Colombia,Firearms rate,Americas,South America,2009,28.2
Ecuador,Firearms rate,Americas,South America,2009,11.6
Paraguay,Firearms rate,Americas,South America,2009,7.4
Venezuela,Firearms rate,Americas,South America,2009,43.6
Brazil,Other Mechanism rate,Americas,South America,2009,2.2
Colombia,Other Mechanism rate,Americas,South America,2009,1.1
Ecuador,Other Mechanism rate,Americas,South America,2009,1.3
Paraguay,Other Mechanism rate,Americas,South America,2009,0.8
Venezuela,Other Mechanism rate,Americas,South America,2009,1.7
Brazil,Sharp Objects rate,Americas,South America,2009,3.6
Colombia,Sharp Objects rate,Americas,South America,2009,5.5
Ecuador,Sharp Objects rate,Americas,South America,2009,3.5
Paraguay,Sharp Objects rate,Americas,South America,2009,4.9
Venezuela,Sharp Objects rate,Americas,South America,2009,3.1
Brazil,Unknown Mechanism rate,Americas,South America,2009,0.8
Colombia,Unknown Mechanism rate,Americas,South America,2009,0
Ecuador,Unknown Mechanism rate,Americas,South America,2009,1.4
Paraguay,Unknown Mechanism rate,Americas,South America,2009,0.3
Venezuela,Unknown Mechanism rate,Americas,South America,2009,0.6
Aruba,Firearms rate,Americas,Caribbean,2010,2
Bahamas,Firearms rate,Americas,Caribbean,2010,19.3
Barbados,Firearms rate,Americas,Caribbean,2010,4.9
Cayman Islands,Firearms rate,Americas,Caribbean,2010,12.6
Cuba,Firearms rate,Americas,Caribbean,2010,0.2
Dominica,Firearms rate,Americas,Caribbean,2010,6.6
Dominican Republic,Firearms rate,Americas,Caribbean,2010,16.4
Grenada,Firearms rate,Americas,Caribbean,2010,0
Jamaica,Firearms rate,Americas,Caribbean,2010,38.9
Puerto Rico,Firearms rate,Americas,Caribbean,2010,24.8
Saint Lucia,Firearms rate,Americas,Caribbean,2010,15.9
Saint Vincent and the Grenadines,Firearms rate,Americas,Caribbean,2010,8.2
Trinidad and Tobago,Firearms rate,Americas,Caribbean,2010,26.8
